epoch_iso,t_s,dist_m,lon,lat,visible_total,los_total,nlos_obstacles,vegetation_degraded,gnss_denied_tunnel_or_covered,pdop_present,pdop_los_total,pdop_los_gps,pdop_los_galileo,svi_total,svi_gps,svi_galileo
2026-05-09T10:00:38+00:00,38,316.667,11.328694028820905,44.48979897096131,14,6,6,2,0,1.217669012425675,3.488039660595537,5.001088138821082,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:39+00:00,39,325.0,11.328720160622993,44.48987155878546,14,6,5,3,0,1.2176655255386735,3.488567536677403,5.0024213457896325,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:40+00:00,40,333.333,11.32874629249011,44.489944146603655,14,5,6,3,0,1.2176620182431506,15.296625416144995,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:00:41+00:00,41,341.667,11.328772605513109,44.490016699911386,14,6,6,2,0,1.2176584906438053,2.6568626685892327,3.362503493278844,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:42+00:00,42,350.0,11.328800689424725,44.49008891580568,14,6,5,3,0,1.2176549436523145,2.261484337182163,11.114033680685472,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:43+00:00,43,358.333,11.32882877340603,44.4901611316931,14,6,6,2,0,1.217651376254372,6.659684559709187,11.108458720402973,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:44+00:00,44,366.667,11.328858436763426,44.49023301913549,14,6,6,2,0,1.217647789350222,3.5400718704103173,3.955849221737909,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:45+00:00,45,375.0,11.32891100010147,44.49029644457066,14,9,4,1,0,1.2176441944033345,2.4929043777912234,3.205761303032493,20.233403041493,0.6428571428571429,0.625,0.6666666666666666
2026-05-09T10:00:46+00:00,46,383.333,11.328954398056567,44.49035867317159,14,11,3,0,0,1.2176405732620417,1.943386861795365,2.515710931372913,20.22207820330877,0.7857142857142857,0.875,0.6666666666666666
2026-05-09T10:00:47+00:00,47,391.667,11.328932412872632,44.49043195710427,14,8,5,1,0,1.2176368940529927,2.9818452626790255,4.925676641601081,,0.5714285714285714,0.625,0.5
2026-05-09T10:00:48+00:00,48,400.0,11.329023408934404,44.490443336109784,14,6,6,2,0,1.2176332517013897,5.761600397112582,,,0.42857142857142855,0.375,0.5
2026-05-09T10:00:49+00:00,49,408.333,11.329128333307835,44.490447083403446,14,6,6,2,0,1.2176295959640582,5.762659699278096,,,0.42857142857142855,0.375,0.5
2026-05-09T10:00:50+00:00,50,416.667,11.329233286821136,44.49045000000474,14,8,4,2,0,1.2176259196475574,2.358340772908907,3.5235446944503135,20.176949776024458,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:00:51+00:00,51,425.0,11.329338342613823,44.49045000003606,14,9,5,0,0,1.2176222224153093,2.26368234912543,2.8485699015151145,20.165710765652364,0.6428571428571429,0.625,0.6666666666666666
2026-05-09T10:00:52+00:00,52,433.333,11.329443398406625,44.490450000026094,14,10,4,0,0,1.2176185047387393,1.964660840436491,2.550906345168388,20.154488766910845,0.7142857142857143,0.75,0.6666666666666666
2026-05-09T10:00:53+00:00,53,441.667,11.329548454199312,44.49045000001541,14,6,5,3,0,1.2176147666188626,3.4793226684572276,4.220439693568667,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:54+00:00,54,450.0,11.32965003526067,44.490461128347526,14,6,6,2,0,1.2176110079925535,6.079285425730187,17.93523657762635,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:00:55+00:00,55,458.333,11.329652376649278,44.49053605309614,14,6,7,1,0,1.2176071805411968,8.093131117683447,,,0.42857142857142855,0.375,0.5
2026-05-09T10:00:56+00:00,56,466.667,11.329654718044026,44.49061097784474,14,9,5,0,0,1.2176033327054387,2.489442290031107,3.197974964376196,20.109768403674597,0.6428571428571429,0.625,0.6666666666666666
2026-05-09T10:00:57+00:00,57,475.0,11.329657059444685,44.49068590259327,14,8,5,1,0,1.2175994644864083,6.573822131708834,8.124428570140692,20.09862998006467,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:00:58+00:00,58,483.333,11.32965940085137,44.490760827341745,14,7,5,2,0,1.2175955758852643,3.3697669290037844,,20.087508360280047,0.5,0.375,0.6666666666666666
2026-05-09T10:00:59+00:00,59,491.667,11.32965999999999,44.49083576594191,14,9,4,1,0,1.2175916658517127,3.617812797503958,4.077642836658391,20.076403468832748,0.6428571428571429,0.625,0.6666666666666666
2026-05-09T10:01:00+00:00,60,500.0,11.329655669245312,44.490910630647484,14,6,4,4,0,1.2175877324436628,6.780646634663722,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:01+00:00,61,508.333,11.329650323078567,44.49098547691046,14,7,4,3,0,1.2175837780416858,5.027184337706471,12.56652723241397,,0.5,0.5,0.5
2026-05-09T10:01:02+00:00,62,516.667,11.32962738855906,44.491058542019005,14,7,5,2,0,1.2175797923035656,3.1202382637341284,4.904672229859414,,0.5,0.625,0.3333333333333333
2026-05-09T10:01:03+00:00,63,525.0,11.329603322723074,44.49113149256127,14,7,6,1,0,1.217575785491602,5.03001354934351,12.567577216466388,,0.5,0.5,0.5
2026-05-09T10:01:04+00:00,64,533.333,11.329579256826946,44.49120444309847,14,7,4,3,0,1.217571758312184,6.63062894359409,,20.0211272568405,0.5,0.375,0.6666666666666666
2026-05-09T10:01:05+00:00,65,541.667,11.329555190870451,44.491277393630625,14,7,7,0,0,1.217567710766565,5.291095498442266,15.408589296984589,,0.5,0.5,0.5
2026-05-09T10:01:06+00:00,66,550.0,11.32953112485393,44.49135034415773,14,5,7,2,0,1.2175636428560084,8.164524200704625,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:07+00:00,67,558.333,11.32950705877704,44.49142329467977,14,5,8,1,0,1.217559554581785,8.164003956864097,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:08+00:00,68,566.667,11.32948299264001,44.49149624519677,14,5,8,1,0,1.2175554459451854,11.677209359565238,,,0.35714285714285715,0.25,0.5
2026-05-09T10:01:09+00:00,69,575.0,11.32945892644284,44.491569195708706,14,3,9,2,0,1.2175513169475134,,,,0.21428571428571427,0.125,0.3333333333333333
2026-05-09T10:01:10+00:00,70,583.333,11.329434860185415,44.49164214621558,14,3,8,3,0,1.2175471675900773,,,,0.21428571428571427,0.25,0.16666666666666666
2026-05-09T10:01:11+00:00,71,591.667,11.329410793867737,44.491715096717414,14,2,9,3,0,1.2175429978742134,,,,0.14285714285714285,0.125,0.16666666666666666
2026-05-09T10:01:12+00:00,72,600.0,11.329386727489918,44.49178804721419,14,4,7,3,0,1.2175388078012566,95.19792236860589,,,0.2857142857142857,0.25,0.3333333333333333
2026-05-09T10:01:13+00:00,73,608.333,11.329362661051846,44.49186099770592,14,7,6,1,0,1.2175345973725609,6.784917877438359,8.129543292933286,,0.5,0.5,0.5
2026-05-09T10:01:14+00:00,74,616.667,11.329338594553633,44.49193394819259,14,9,5,0,0,1.2175303665894954,2.9392671361184317,3.719696233350639,19.911810980243512,0.6428571428571429,0.625,0.6666666666666666
2026-05-09T10:01:15+00:00,75,625.0,11.329314375758145,44.49200687298442,14,7,6,1,0,1.2175261153569217,10.45821244031929,,19.900969163662857,0.5,0.375,0.6666666666666666
2026-05-09T10:01:16+00:00,76,633.333,11.329290072335539,44.49207978350067,14,8,5,1,0,1.2175218437191828,4.493256786240218,8.408588073948907,19.890143542164427,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:01:17+00:00,77,641.667,11.329265768852224,44.49215269401178,14,8,3,3,0,1.2175175517313137,2.2377708546165085,4.654179878991859,3.7306309338778134,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:01:18+00:00,78,650.0,11.329241465308087,44.492225604517735,14,6,4,4,0,1.217513239394734,8.070313866247362,8.420366253123692,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:19+00:00,79,658.333,11.329217161703241,44.492298515018526,14,6,6,2,0,1.2175089067108753,5.217555698948136,12.575550934089675,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:20+00:00,80,666.667,11.329195201619768,44.492371794537505,14,6,7,1,0,1.2175045551605463,6.589871209299783,12.576024153976899,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:21+00:00,81,675.0,11.329174220603704,44.49244522822608,14,7,6,1,0,1.2175001838831687,4.104878246290822,,19.836257396461274,0.5,0.375,0.6666666666666666
2026-05-09T10:01:22+00:00,82,683.333,11.32915323953489,44.49251866191084,14,6,6,2,0,1.217495792262022,8.510963206060184,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:23+00:00,83,691.667,11.329132258413097,44.492592095591746,14,5,5,4,0,1.2174913802985903,21.05214518853898,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:24+00:00,84,700.0,11.329110381285318,44.492665395755246,14,7,5,2,0,1.217486947430702,3.31606848802585,4.2167281481556955,,0.5,0.5,0.5
2026-05-09T10:01:25+00:00,85,708.333,11.32908717253747,44.49273848268712,14,6,5,3,0,1.2174824933834334,8.101633027527509,8.461912114375947,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:26+00:00,86,716.667,11.329062869154086,44.49281139326173,14,6,5,3,0,1.2174780183081577,4.143608846710753,4.670695766319513,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:27+00:00,87,725.0,11.32903856570988,44.49288430383119,14,8,4,2,0,1.2174735228975333,2.5949529340496045,3.293428478346461,,0.5714285714285714,0.625,0.5
2026-05-09T10:01:28+00:00,88,733.333,11.329014262204964,44.49295721439549,14,8,5,1,0,1.2174690071531067,4.513215723426134,8.479872653514496,19.761488011822056,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:01:29+00:00,89,741.667,11.328989958639227,44.49303012495465,14,6,5,3,0,1.2174644710764453,8.119566346478564,8.485880347446818,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:30+00:00,90,750.0,11.32896565501278,44.493103035508646,14,9,4,1,0,1.2174599146691236,2.3599790740042077,2.7912328360481276,,0.6428571428571429,0.75,0.5
2026-05-09T10:01:31+00:00,91,758.333,11.328941351325511,44.493175946057484,14,7,6,1,0,1.217455337932732,6.776739567283931,8.13543503648645,,0.5,0.5,0.5
2026-05-09T10:01:32+00:00,92,766.667,11.328919112534777,44.493249190288026,14,6,6,2,0,1.2174507421707177,8.49266170896832,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:33+00:00,93,775.0,11.328896995262994,44.49332245416011,14,6,5,3,0,1.2174461261589422,3.2290682734323566,,3.724437205867234,0.42857142857142855,0.25,0.6666666666666666
2026-05-09T10:01:34+00:00,94,783.333,11.328874877935505,44.493395718027934,14,8,5,1,0,1.217441489822372,3.1039795951608657,3.7151118683572264,,0.5714285714285714,0.625,0.5
2026-05-09T10:01:35+00:00,95,791.667,11.32885276055265,44.493468981891496,14,5,6,3,0,1.217436833162645,13.82292535784104,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:36+00:00,96,800.0,11.328830643114088,44.49354224575078,14,6,6,2,0,1.217432156181417,6.802127752893042,8.137098079979248,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:01:37+00:00,97,808.333,11.328808525619934,44.4936155096058,14,8,5,1,0,1.2174274588803553,3.124702970384229,3.7144313353870224,,0.5714285714285714,0.625,0.5
2026-05-09T10:01:38+00:00,98,816.667,11.3287864080703,44.493688773456554,14,7,5,2,0,1.2174227412611414,6.5756278479184544,8.137766542733596,,0.5,0.5,0.5
2026-05-09T10:01:39+00:00,99,825.0,11.328763946345475,44.49376198383561,14,8,5,1,0,1.2174180031092465,6.54637890717039,8.138101469049072,19.645551049648436,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:01:40+00:00,100,833.333,11.328741344194214,44.493835172400324,14,6,6,2,0,1.2174132445545094,11.301471428581328,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:41+00:00,101,841.667,11.328718741986222,44.49390836096059,14,7,6,1,0,1.2174084656868658,6.57383713373368,8.138772717246692,,0.5,0.5,0.5
2026-05-09T10:01:42+00:00,102,850.0,11.328696139721501,44.493981549516384,14,5,5,4,0,1.217403666508052,13.790227554447354,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:43+00:00,103,858.333,11.328673537400164,44.49405473806773,14,6,8,0,0,1.2173988470198127,8.072451326068702,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:44+00:00,104,866.667,11.328650935021983,44.49412792661462,14,8,5,1,0,1.2173940072239076,2.686059487325585,3.9180959035456095,19.593472225963183,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:01:45+00:00,105,875.0,11.328628332587073,44.49420111515704,14,4,7,3,0,1.2173891471221097,48.86823746405159,,,0.2857142857142857,0.125,0.5
2026-05-09T10:01:46+00:00,106,883.333,11.328605730095433,44.49427430369503,14,5,7,2,0,1.2173842667162003,6.0438520241058376,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:47+00:00,107,891.667,11.328583127546949,44.49434749222854,14,6,7,1,0,1.2173793660079832,5.911398932628696,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:48+00:00,108,900.0,11.328559811954051,44.49442056428313,14,7,7,0,0,1.2173744445510308,5.3122183316620655,14.996367972566654,,0.5,0.5,0.5
2026-05-09T10:01:49+00:00,109,908.333,11.32853550846653,44.494493474958986,14,6,6,2,0,1.2173695021747042,11.279810956049323,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:50+00:00,110,916.667,11.3285112049183,44.49456638562969,14,5,6,3,0,1.217364539501991,13.752999774049028,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:01:51+00:00,111,925.0,11.328486901309248,44.494639296295226,14,8,5,1,0,1.2173595565347415,3.1231795159832245,3.711279627394114,,0.5714285714285714,0.625,0.5
2026-05-09T10:01:52+00:00,112,933.333,11.328463481991434,44.494712347543334,14,7,7,0,0,1.2173545538295651,5.592957121019677,16.97994516638735,,0.5,0.5,0.5
2026-05-09T10:01:53+00:00,113,941.667,11.328442081800858,44.49478571978188,14,8,6,0,0,1.2173495320997,2.9905087765415987,4.834704677220705,,0.5714285714285714,0.625,0.5
2026-05-09T10:01:54+00:00,114,950.0,11.328420681556508,44.49485909201642,14,6,8,0,0,1.2173444900801587,8.067931210574757,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:55+00:00,115,958.333,11.32839924856296,44.494932459279475,14,3,9,2,0,1.2173394277523915,,,,0.21428571428571427,0.125,0.3333333333333333
2026-05-09T10:01:56+00:00,116,966.667,11.328376874717264,44.49500568359974,14,6,7,1,0,1.2173343445504132,6.864185837663399,,,0.42857142857142855,0.375,0.5
2026-05-09T10:01:57+00:00,117,975.0,11.328354500815294,44.49507890791564,14,6,7,1,0,1.2173292410647654,6.849484019191614,,19.459845413728555,0.42857142857142855,0.25,0.6666666666666666
2026-05-09T10:01:58+00:00,118,983.333,11.328332126857163,44.49515213222717,14,8,6,0,0,1.2173241172973963,6.533949796672001,8.144554123892902,19.449671495979548,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:01:59+00:00,119,991.667,11.32830975284287,44.49522535653433,14,5,6,3,0,1.2173189732502556,12.457628611857507,,,0.35714285714285715,0.25,0.5
2026-05-09T10:02:00+00:00,120,1000.0,11.328287378772302,44.49529858083712,14,4,8,2,0,1.2173138089253157,13.664248566640618,,,0.2857142857142857,0.25,0.3333333333333333
2026-05-09T10:02:01+00:00,121,1008.333,11.328265004645687,44.49537180513555,14,5,8,1,0,1.2173086243245548,11.090237863125171,,,0.35714285714285715,0.25,0.5
2026-05-09T10:02:02+00:00,122,1016.667,11.328242630462796,44.49544502942961,14,4,8,2,0,1.2173034194499714,182.04206158322796,,,0.2857142857142857,0.25,0.3333333333333333
2026-05-09T10:02:03+00:00,123,1025.0,11.328220256223744,44.4955182537193,14,3,6,5,0,1.2172981943035688,,,,0.21428571428571427,0.25,0.16666666666666666
2026-05-09T10:02:04+00:00,124,1033.333,11.328197881928418,44.49559147800462,14,8,5,1,0,1.2172929488873716,2.5838118185188015,8.146627334710779,3.4997856660882456,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:02:05+00:00,125,1041.667,11.3281749528104,44.495664610424,14,6,6,2,0,1.217287682855669,11.241237358324256,,,0.42857142857142855,0.375,0.5
2026-05-09T10:02:06+00:00,126,1050.0,11.328149815400593,44.495737377186124,14,3,7,4,0,1.2172823951745086,,,,0.21428571428571427,0.25,0.16666666666666666
2026-05-09T10:02:07+00:00,127,1058.333,11.328124677928145,44.495810143942734,14,5,8,1,0,1.2172770872304317,10.397510081604711,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:02:08+00:00,128,1066.667,11.328099540392941,44.49588291069384,14,5,8,1,0,1.2172717590255135,11.085695321085572,,,0.35714285714285715,0.25,0.5
2026-05-09T10:02:09+00:00,129,1075.0,11.328074402794982,44.495955677439426,14,6,6,2,0,1.2172664105618423,11.231581605522715,,,0.42857142857142855,0.375,0.5
2026-05-09T10:02:10+00:00,130,1083.333,11.328049265134268,44.49602844417951,14,4,7,3,0,1.2172610418415188,8.584851424066684,,,0.2857142857142857,0.375,0.16666666666666666
2026-05-09T10:02:11+00:00,131,1091.667,11.328024127410913,44.496101210914055,14,4,7,3,0,1.2172556528666554,8.583875833211003,,,0.2857142857142857,0.375,0.16666666666666666
2026-05-09T10:02:12+00:00,132,1100.0,11.327998989624689,44.4961739776431,14,5,8,1,0,1.2172502436393764,10.385822597168819,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:02:13+00:00,133,1108.333,11.32797477249244,44.49624690132063,14,7,5,2,0,1.217244814738853,3.3038153756891675,4.211235647649181,,0.5,0.5,0.5
2026-05-09T10:02:14+00:00,134,1116.667,11.327951067858407,44.49631991236869,14,6,5,3,0,1.217239365911123,3.3718425899499294,,,0.42857142857142855,0.375,0.5
2026-05-09T10:02:15+00:00,135,1125.0,11.327927363165145,44.49639292341183,14,7,6,1,0,1.2172338968370515,2.5315341396455917,,3.6237465195219842,0.5,0.375,0.6666666666666666
2026-05-09T10:02:16+00:00,136,1133.333,11.327903658412424,44.49646593445008,14,6,7,1,0,1.2172284075188213,5.821877318916001,,,0.42857142857142855,0.375,0.5
2026-05-09T10:02:17+00:00,137,1141.667,11.327879953600473,44.49653894548343,14,7,6,1,0,1.217222897958621,8.372678212482013,,19.259156692661847,0.5,0.375,0.6666666666666666
2026-05-09T10:02:18+00:00,138,1150.0,11.327856248729063,44.49661195651186,14,8,6,0,0,1.2172173681586558,6.520860203939434,8.151531890704833,19.24927445499669,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:02:19+00:00,139,1158.333,11.327832543798309,44.496684967535394,14,5,8,1,0,1.2172118181211449,8.128565166541778,,,0.35714285714285715,0.375,0.3333333333333333
2026-05-09T10:02:20+00:00,140,1166.667,11.32780883880821,44.49675797855403,14,7,7,0,0,1.2172062478483172,5.606718788565568,16.55589136733442,,0.5,0.5,0.5
2026-05-09T10:02:21+00:00,141,1175.0,11.327785133758653,44.496830989567755,14,8,6,0,0,1.2172006573424174,3.180496811368179,16.541158292807314,19.219713357750663,0.5714285714285714,0.5,0.6666666666666666
2026-05-09T10:02:22+00:00,142,1183.333,11.327761428649865,44.496904000576585,14,9,5,0,0,1.217195046605703,2.9303092142692564,3.704440019752269,19.209888104720758,0.6428571428571429,0.625,0.6666666666666666
2026-05-09T10:02:23+00:00,143,1191.667,11.327737231615743,44.496976920965906,14,10,4,0,0,1.2171894153314997,2.311715916417114,3.7042225241225326,3.212610860501579,0.7142857142857143,0.625,0.8333333333333334
2026-05-09T10:02:24+00:00,144,1200.0,11.327711034232266,44.49704945905471,14,9,5,0,0,1.2171837625722886,2.297520157056001,16.497124389660353,3.2407759546744765,0.6428571428571429,0.5,0.8333333333333334
2026-05-09T10:02:25+00:00,145,1208.333,11.327688744593274,44.49712269656603,14,6,7,1,0,1.2171780920391566,5.192351300899389,12.600454073795802,,0.42857142857142855,0.5,0.3333333333333333
2026-05-09T10:02:26+00:00,146,1216.667,11.327666454898122,44.497195934073005,14,4,8,2,0,1.2171724012839764,169.1492909081276,,,0.2857142857142857,0.25,0.3333333333333333
2026-05-09T10:02:27+00:00,147,1225.0,11.32764229572524,44.497268832739266,14,4,7,3,0,1.2171666891369903,11.697601044141303,,,0.2857142857142857,0.125,0.5
