window_kind,window_start_time_utc,window_score,epoch_iso,t_s,dist_m,lon,lat,visible_total,los_total,nlos_obstacles,vegetation_degraded,gnss_denied_tunnel_or_covered,pdop_present,pdop_los_total,pdop_los_gps,pdop_los_galileo,svi_total,svi_gps,svi_galileo
best,21:15:00,97.11863655568953,2026-05-09T21:18:16+00:00,196,1633.333,11.327171574269187,44.500659464003306,21,7,10,4,0,1.0752005515362624,4.451339849007342,4.98181070558407,,0.3333333333333333,0.5,0.18181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:18:23+00:00,203,1691.667,11.327367387839786,44.50116497842768,21,3,14,4,0,1.075271968221982,,,,0.14285714285714285,0.2,0.09090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:18:30+00:00,210,1750.0,11.327531435611945,44.50167621338287,21,2,17,2,0,1.0753410399282632,,,,0.09523809523809523,0.1,0.09090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:18:37+00:00,217,1808.333,11.3276958281715,44.50218748458451,21,9,7,5,0,1.0754077739430752,2.3904330096743664,2.5887291348011163,,0.42857142857142855,0.6,0.2727272727272727
best,21:15:00,97.11863655568953,2026-05-09T21:18:44+00:00,224,1866.667,11.327863242157832,44.502698318883226,21,9,11,1,0,1.0754721696170368,3.3552770976508732,4.3923981202641835,,0.42857142857142855,0.6,0.2727272727272727
best,21:15:00,97.11863655568953,2026-05-09T21:18:51+00:00,231,1925.0,11.328034362073367,44.50320851274879,21,12,8,1,0,1.0755342258848215,2.339412977427714,2.963221817816744,4.9025908920594095,0.5714285714285714,0.7,0.45454545454545453
best,21:15:00,97.11863655568953,2026-05-09T21:18:58+00:00,238,1983.333,11.328196724964755,44.50372017499382,21,10,11,0,0,1.0755939381922184,3.6663302028249536,5.356557182574585,10.598849831244028,0.47619047619047616,0.5,0.45454545454545453
best,21:15:00,97.11863655568953,2026-05-09T21:19:05+00:00,245,2041.667,11.32836051702077,44.50423155110836,21,19,2,0,0,1.075651308142558,1.2912051215622578,1.75460697239008,2.045481689571929,0.9047619047619048,0.9,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:19:12+00:00,252,2100.0,11.328939999999989,44.50418375688681,21,13,6,2,0,1.0757067280559758,2.586355164880887,3.64008641963529,3.991544237614873,0.6190476190476191,0.6,0.6363636363636364
best,21:15:00,97.11863655568953,2026-05-09T21:19:19+00:00,259,2158.333,11.328990103698288,44.50468536305035,21,10,7,4,0,1.0757593960693914,2.8117454709286065,5.05041511918858,7.344243977452327,0.47619047619047616,0.5,0.45454545454545453
best,21:15:00,97.11863655568953,2026-05-09T21:19:26+00:00,266,2216.667,11.329141960088009,44.505198664416085,21,7,8,6,0,1.0758097288570574,5.730272825028066,294.1101094703077,,0.3333333333333333,0.4,0.2727272727272727
best,21:15:00,97.11863655568953,2026-05-09T21:19:33+00:00,273,2275.0,11.329289323151897,44.505712631882815,21,8,4,9,0,1.0758577139564147,1.8785382574957976,,3.7807374599461787,0.38095238095238093,0.3,0.45454545454545453
best,21:15:00,97.11863655568953,2026-05-09T21:19:40+00:00,280,2333.333,11.329712076205055,44.50610238443248,21,15,5,1,0,1.0759034704123946,1.7132278806598111,2.1493839608938323,3.494974687379582,0.7142857142857143,0.8,0.6363636363636364
best,21:15:00,97.11863655568953,2026-05-09T21:19:47+00:00,287,2391.667,11.330424674527308,44.506151086932476,21,15,6,0,0,1.0759471261768712,1.5200271188628243,2.699796315229437,2.7511204284100232,0.7142857142857143,0.7,0.7272727272727273
best,21:15:00,97.11863655568953,2026-05-09T21:19:54+00:00,294,2450.0,11.33109970114947,44.50605000000001,21,17,4,0,0,1.0759885146604675,1.3880346581064749,2.824366751565926,1.824112718567413,0.8095238095238095,0.7,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:20:01+00:00,301,2508.333,11.330925146916684,44.50632915458499,21,18,3,0,0,1.076027190060514,1.236659024820306,1.6540538523842825,1.9921094474087115,0.8571428571428571,0.9,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:20:08+00:00,308,2566.667,11.33055866717666,44.50677300879452,21,16,5,0,0,1.076063388028934,1.342442046259847,1.7949952738319346,2.1999747935410308,0.7619047619047619,0.8,0.7272727272727273
