t_s,dist_m,epoch_iso,lon,lat,sv,constellation,az,el,range_m,status,block_kind
65,541.667,2026-05-09T10:01:05+00:00,11.329555190870451,44.491277393630625,E27,Galileo,288.3121191996412,59.74771311226146,23929872.073,LOS,
65,541.667,2026-05-09T10:01:05+00:00,11.329555190870451,44.491277393630625,E30,Galileo,175.4021086138887,54.320080483410145,24185180.984,LOS,
65,541.667,2026-05-09T10:01:05+00:00,11.329555190870451,44.491277393630625,E34,Galileo,48.04491067832362,57.69389861336341,24022432.112,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G01,GPS,271.0322194054979,25.0798495154133,23181652.342,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G02,GPS,290.7683076546798,52.67659050195707,21344071.738,LOS,
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G08,GPS,269.8774147291116,77.90582636924518,20298395.702,LOS,
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G10,GPS,53.770596093261645,53.31241232107745,21448964.525,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G16,GPS,186.74214786529572,12.267190606653202,24803584.306,VEG,vegetation
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G23,GPS,45.414498959324646,17.917050460968106,23924805.27,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G27,GPS,145.48775595531276,60.21260215506941,20884224.948,LOS,
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,G32,GPS,120.64772573487312,29.335914744199,22996728.624,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,E13,Galileo,235.5525944591978,12.616848710129165,27530989.665,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,E15,Galileo,242.54121690379185,65.44756433586201,23680950.746,LOS,
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,E21,Galileo,318.59068117772716,12.25030757362314,27602053.415,NLOS,building
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,E27,Galileo,288.3016124284533,59.750984424274996,23929721.816,VEG,vegetation
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,E30,Galileo,175.40230973199652,54.313068582069796,24185554.804,LOS,
66,550.0,2026-05-09T10:01:06+00:00,11.32953112485393,44.49135034415773,E34,Galileo,48.04577585414711,57.688024385963836,24022718.017,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G01,GPS,271.03736159260484,25.085675603354453,23181131.101,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G02,GPS,290.77572012941005,52.68267986315713,21343803.87,LOS,
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G08,GPS,269.84320757287037,77.90972004976489,20298369.382,LOS,
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G10,GPS,53.76580197578875,53.30564720681465,21449309.895,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G16,GPS,186.74033660357688,12.260450535640793,24804306.576,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G23,GPS,45.41488330560105,17.910428972867866,23925428.431,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G27,GPS,145.4916438909205,60.20441498329243,20884635.662,LOS,
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,G32,GPS,120.6414448981904,29.341391118051227,22996293.486,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,E13,Galileo,235.55669171847867,12.621694512709773,27530490.743,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,E15,Galileo,242.55111153696777,65.45298727742356,23680752.039,LOS,
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,E21,Galileo,318.5903270558823,12.255442832229035,27601520.984,NLOS,building
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,E27,Galileo,288.29110240982004,59.754254302602135,23929571.64,VEG,vegetation
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,E30,Galileo,175.40251126405508,54.30605671560981,24185928.693,LOS,
67,558.333,2026-05-09T10:01:07+00:00,11.32950705877704,44.49142329467977,E34,Galileo,48.04664238593432,57.682150322020696,24023003.964,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G01,GPS,271.042503951571,25.09150180619452,23180609.888,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G02,GPS,290.7831334737594,52.68876923563974,21343536.051,LOS,
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G08,GPS,269.80897584463264,77.91360875531643,20298343.174,VEG,vegetation
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G10,GPS,53.76101118004124,53.29888167349114,21449655.347,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G16,GPS,186.73852521841738,12.253710832901884,24805028.839,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G23,GPS,45.41526855428549,17.90380760780785,23926051.622,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G27,GPS,145.49553088104074,60.1962278937177,20885046.469,LOS,
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,G32,GPS,120.63516303753681,29.346867029673835,22995858.42,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,E13,Galileo,235.56078934101987,12.626540274658739,27529991.845,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,E15,Galileo,242.5610090575375,65.45840983020005,23680553.39,LOS,
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,E21,Galileo,318.5899721788257,12.260578055003505,27600988.577,NLOS,building
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,E27,Galileo,288.280589144011,59.75752274663644,23929421.544,LOS,
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,E30,Galileo,175.40271320967474,54.29904488408925,24186302.651,LOS,
68,566.667,2026-05-09T10:01:08+00:00,11.32948299264001,44.49149624519677,E34,Galileo,48.047510272992554,57.676276421594274,24023289.953,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G01,GPS,271.0476464823944,25.097328123953748,23180088.704,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G02,GPS,290.79054768813904,52.69485861937789,21343268.28,LOS,
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G08,GPS,269.7747195514857,77.9174924807848,20298317.076,VEG,vegetation
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G10,GPS,53.75622370447002,53.29211572156452,21450000.879,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G16,GPS,186.7367137096845,12.246971498470666,24805751.096,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G23,GPS,45.41565470517304,17.89718636585798,23926674.843,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G27,GPS,145.49941692622969,60.18804088640842,20885457.368,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,G32,GPS,120.62888015263468,29.352342478764914,22995423.427,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,E13,Galileo,235.5648873268085,12.63138599596549,27529492.97,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,E15,Galileo,242.57090946700168,65.46383199399163,23680354.8,VEG,vegetation
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,E21,Galileo,318.5896165464505,12.265713241868475,27600456.195,NLOS,building
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,E27,Galileo,288.27007263129633,59.76078975577311,23929271.529,LOS,
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,E30,Galileo,175.40291556846307,54.292033087567084,24186676.678,LOS,
69,575.0,2026-05-09T10:01:09+00:00,11.32945892644284,44.491569195708706,E34,Galileo,48.04837951462997,57.670402684743465,24023575.983,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G01,GPS,271.05278918507196,25.103154556652953,23179567.549,LOS,
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G02,GPS,290.79796277296043,52.700948014345826,21343000.557,VEG,vegetation
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G08,GPS,269.7404387006078,77.92137122105517,20298291.088,LOS,
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G10,GPS,53.75143954752696,53.28534935149209,21450346.493,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G16,GPS,186.73490207724535,12.240232532381299,24806473.345,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G23,GPS,45.41604175805884,17.890565247088173,23927298.095,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G27,GPS,145.50330202704333,60.17985396142785,20885868.359,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,G32,GPS,120.62259624320717,29.35781746502262,22994988.505,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,E13,Galileo,235.5689856758318,12.636231676619392,27528994.118,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,E15,Galileo,242.5808127668625,65.46925376859805,23680156.267,VEG,vegetation
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,E21,Galileo,318.58926015865035,12.270848392744844,27599923.838,NLOS,building
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,E27,Galileo,288.2595528719485,59.76405532940596,23929121.595,VEG,vegetation
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,E30,Galileo,175.40311834003046,54.28502132610247,24187050.773,LOS,
70,583.333,2026-05-09T10:01:10+00:00,11.329434860185415,44.49164214621558,E34,Galileo,48.04925011015479,57.66452911152833,24023862.057,NLOS,building
71,591.667,2026-05-09T10:01:11+00:00,11.329410793867737,44.491715096717414,G01,GPS,271.05793205960174,25.108981104312388,23179046.422,NLOS,building
71,591.667,2026-05-09T10:01:11+00:00,11.329410793867737,44.491715096717414,G02,GPS,290.80537872863545,52.70703742051664,21342732.882,VEG,vegetation
